1.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
1.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
1.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
1.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
1.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
2.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
2.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
2.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
2.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
2.0,1,1.0,1.0,1.0,0,1.0,1,1.0,1.0,1.0,0
2.0,1,1.0,1.0,1.1,0,1.5,1,1.0,1.0,1.0,0
2.0,1,1.0,1.0,1.2,0,1.5,1,1.0,1.0,1.0,0
2.0,1,1.0,1.0,1.3,0,1.5,1,1.0,1.0,1.0,0
2.0,1,1.0,1.0,1.4,0,1.5,1,1.0,1.0,1.1,0
2.0,1,1.0,1.0,1.5,0,1.5,1,1.0,1.0,1.1,0
3.0,1,1.0,1.0,1.6,0,2.0,1,1.0,1.0,1.2,0
3.0,1,1.0,1.0,1.7,0,2.0,1,1.0,1.0,1.3,0
3.0,1,1.0,1.0,1.8,0,2.0,1,1.0,1.0,1.4,0
3.0,1,1.0,1.0,1.9,0,2.0,1,1.0,1.0,1.4,0
3.0,1,1.0,1.0,2.0,2,2.0,1,1.0,1.0,1.5,0
3.0,2,1.0,1.0,2.1,2,2.0,2,1.0,1.0,1.6,0
3.0,2,1.0,1.0,2.2,2,2.0,2,1.0,1.0,1.7,0
3.0,2,1.0,1.0,2.3,2,2.0,2,1.0,1.0,1.7,0
3.0,2,1.0,1.0,2.4,2,2.0,2,1.0,1.0,1.8,0
3.0,2,1.0,1.0,2.5,2,2.0,2,1.0,1.0,1.9,0
4.0,2,1.0,1.0,2.6,2,3.0,2,1.0,1.0,2.0,0
4.0,2,1.0,1.0,2.7,2,3.0,2,1.0,1.0,2.0,2
4.0,2,1.0,1.0,2.8,2,3.0,2,1.0,1.0,2.1,2
4.0,2,1.0,1.0,2.9,2,3.0,2,1.0,1.0,2.2,2
4.0,3,1.5,1.5,3.0,3,3.0,2,1.0,1.0,2.3,2
4.0,3,1.5,1.5,3.1,3,3.0,2,1.0,1.0,2.3,2
4.0,3,1.5,1.5,3.2,3,3.0,2,1.0,1.0,2.4,2
4.0,3,1.5,1.5,3.3,3,3.0,2,1.0,1.0,2.5,2
4.0,3,1.5,1.5,3.4,3,3.0,3,1.5,1.5,2.6,2
4.0,3,1.5,1.5,3.5,3,3.0,3,1.5,1.5,2.6,2
4.0,3,1.5,1.5,3.6,3,3.0,3,1.5,1.5,2.7,2
4.0,3,1.5,1.5,3.7,3,3.0,3,1.5,1.5,2.8,2
4.0,3,1.5,1.5,3.8,3,3.0,3,1.5,1.5,2.9,2
4.0,3,1.5,1.5,3.9,3,3.0,3,1.5,1.5,2.9,2
4.0,4,2.0,2.0,4.0,4,3.0,3,1.5,1.5,3.0,3
6.0,4,2.0,2.0,4.1,4,4.5,3,1.5,1.5,3.1,3
6.0,4,2.0,2.0,4.2,4,4.5,3,1.5,1.5,3.2,3
6.0,4,2.0,2.0,4.3,4,4.5,3,1.5,1.5,3.2,3
6.0,4,2.0,2.0,4.4,4,4.5,3,1.5,1.5,3.3,3
6.0,4,2.0,2.0,4.5,4,4.5,3,1.5,1.5,3.4,3
6.0,4,2.0,2.0,4.6,4,4.5,3,1.5,1.5,3.5,3
6.0,4,2.0,2.0,4.7,4,4.5,4,2.0,2.0,3.5,3
6.0,4,2.0,2.0,4.8,4,4.5,4,2.0,2.0,3.6,3
6.0,4,2.0,2.0,4.9,4,4.5,4,2.0,2.0,3.7,3
6.0,5,2.5,2.5,5.0,5,4.5,4,2.0,2.0,3.8,3
6.0,5,2.5,2.5,5.1,5,4.5,4,2.0,2.0,3.8,3
6.0,5,2.5,2.5,5.2,5,4.5,4,2.0,2.0,3.9,3
6.0,5,2.5,2.5,5.3,5,4.5,4,2.0,2.0,4.0,3
6.0,5,2.5,2.5,5.4,5,4.5,4,2.0,2.0,4.1,4
6.0,5,2.5,2.5,5.5,5,4.5,4,2.0,2.0,4.1,4
7.0,5,2.5,2.5,5.6,5,5.0,4,2.0,2.0,4.2,4
7.0,5,2.5,2.5,5.7,5,5.0,4,2.0,2.0,4.3,4
7.0,5,2.5,2.5,5.8,5,5.0,4,2.0,2.0,4.4,4
7.0,5,2.5,2.5,5.9,5,5.0,4,2.0,2.0,4.4,4
7.0,6,3.0,3.0,6.0,6,5.0,5,2.5,2.5,4.5,4
7.0,6,3.0,3.0,6.1,6,5.0,5,2.5,2.5,4.6,4
7.0,6,3.0,3.0,6.2,6,5.0,5,2.5,2.5,4.7,4
7.0,6,3.0,3.0,6.3,6,5.0,5,2.5,2.5,4.7,4
7.0,6,3.0,3.0,6.4,6,5.0,5,2.5,2.5,4.8,4
7.0,6,3.0,3.0,6.5,6,5.0,5,2.5,2.5,4.9,4
7.0,6,3.0,3.0,6.6,6,5.0,5,2.5,2.5,5.0,4
7.0,6,3.0,3.0,6.7,6,5.0,5,2.5,2.5,5.0,5
7.0,6,3.0,3.0,6.8,6,5.0,5,2.5,2.5,5.1,5
7.0,6,3.0,3.0,6.9,6,5.0,5,2.5,2.5,5.2,5
7.0,7,3.5,3.5,7.0,7,5.0,5,2.5,2.5,5.3,5
8.0,7,3.5,3.5,7.1,7,6.0,5,2.5,2.5,5.3,5
8.0,7,3.5,3.5,7.2,7,6.0,5,2.5,2.5,5.4,5
8.0,7,3.5,3.5,7.3,7,6.0,5,2.5,2.5,5.5,5
8.0,7,3.5,3.5,7.4,7,6.0,6,3.0,3.0,5.6,5
8.0,7,3.5,3.5,7.5,7,6.0,6,3.0,3.0,5.6,5
8.0,7,3.5,3.5,7.6,7,6.0,6,3.0,3.0,5.7,5
8.0,7,3.5,3.5,7.7,7,6.0,6,3.0,3.0,5.8,5
8.0,7,3.5,3.5,7.8,7,6.0,6,3.0,3.0,5.9,5
8.0,7,3.5,3.5,7.9,7,6.0,6,3.0,3.0,5.9,6
8.0,8,4.0,4.0,8.0,8,6.0,6,3.0,3.0,6.0,6
9.0,8,4.0,4.0,8.1,8,6.5,6,3.0,3.0,6.1,6
